,POS,BIB,ATHLETE,COUNTRY,MARK,Reaction Time,index,name,venue,date,country,event,sex,round,url,ms*,Split,Mark,Athlete
4,5.0,,Kyle Vander Kuyp,AUS,13.3,,471,5th IAAF World Championships in Athletics,Göteborg (Ullevi Stadium),05 AUG 1995 - 13 AUG 1995,SWE,110-metres-hurdles,men,final,https://www.worldathletics.org/results/world-athletics-championships/1995/5th-iaaf-world-championships-in-athletics-441/men/110-metres-hurdles/final/result,,,,
5,6.0,,Dan Philibert,FRA,13.34,,471,5th IAAF World Championships in Athletics,Göteborg (Ullevi Stadium),05 AUG 1995 - 13 AUG 1995,SWE,110-metres-hurdles,men,final,https://www.worldathletics.org/results/world-athletics-championships/1995/5th-iaaf-world-championships-in-athletics-441/men/110-metres-hurdles/final/result,,,,
6,7.0,,Erik Batte,CUB,13.38,,471,5th IAAF World Championships in Athletics,Göteborg (Ullevi Stadium),05 AUG 1995 - 13 AUG 1995,SWE,110-metres-hurdles,men,final,https://www.worldathletics.org/results/world-athletics-championships/1995/5th-iaaf-world-championships-in-athletics-441/men/110-metres-hurdles/final/result,,,,
7,8.0,,Emilio Valle,CUB,13.43,,471,5th IAAF World Championships in Athletics,Göteborg (Ullevi Stadium),05 AUG 1995 - 13 AUG 1995,SWE,110-metres-hurdles,men,final,https://www.worldathletics.org/results/world-athletics-championships/1995/5th-iaaf-world-championships-in-athletics-441/men/110-metres-hurdles/final/result,,,,
0,1.0,,Merlene Ottey,JAM,22.55 Q,,473,5th IAAF World Championships in Athletics,Göteborg (Ullevi Stadium),05 AUG 1995 - 13 AUG 1995,SWE,200-metres,women,heats,https://www.worldathletics.org/results/world-athletics-championships/1995/5th-iaaf-world-championships-in-athletics-441/women/200-metres/heats/result,,,,
1,2.0,,Marina Trandenkova,RUS,22.69 Q,,473,5th IAAF World Championships in Athletics,Göteborg (Ullevi Stadium),05 AUG 1995 - 13 AUG 1995,SWE,200-metres,women,heats,https://www.worldathletics.org/results/world-athletics-championships/1995/5th-iaaf-world-championships-in-athletics-441/women/200-metres/heats/result,,,,
2,3.0,,Carlette Guidry-White,USA,22.71,,473,5th IAAF World Championships in Athletics,Göteborg (Ullevi Stadium),05 AUG 1995 - 13 AUG 1995,SWE,200-metres,women,heats,https://www.worldathletics.org/results/world-athletics-championships/1995/5th-iaaf-world-championships-in-athletics-441/women/200-metres/heats/result,,,,
3,4.0,,Erika Suchovská,CZE,23.13,,473,5th IAAF World Championships in Athletics,Göteborg (Ullevi Stadium),05 AUG 1995 - 13 AUG 1995,SWE,200-metres,women,heats,https://www.worldathletics.org/results/world-athletics-championships/1995/5th-iaaf-world-championships-in-athletics-441/women/200-metres/heats/result,,,,
4,5.0,,Viktoriya Fomenko,UKR,23.18,,473,5th IAAF World Championships in Athletics,Göteborg (Ullevi Stadium),05 AUG 1995 - 13 AUG 1995,SWE,200-metres,women,heats,https://www.worldathletics.org/results/world-athletics-championships/1995/5th-iaaf-world-championships-in-athletics-441/women/200-metres/heats/result,,,,
5,6.0,,Heather Samuel,ANT,23.64,,473,5th IAAF World Championships in Athletics,Göteborg (Ullevi Stadium),05 AUG 1995 - 13 AUG 1995,SWE,200-metres,women,heats,https://www.worldathletics.org/results/world-athletics-championships/1995/5th-iaaf-world-championships-in-athletics-441/women/200-metres/heats/result,,,,
6,7.0,,Huei-Chen Wang,TPE,23.77,,473,5th IAAF World Championships in Athletics,Göteborg (Ullevi Stadium),05 AUG 1995 - 13 AUG 1995,SWE,200-metres,women,heats,https://www.worldathletics.org/results/world-athletics-championships/1995/5th-iaaf-world-championships-in-athletics-441/women/200-metres/heats/result,,,,
0,1.0,,Mary Onyali-Omagbemi,NGR,22.59 Q,,473,5th IAAF World Championships in Athletics,Göteborg (Ullevi Stadium),05 AUG 1995 - 13 AUG 1995,SWE,200-metres,women,heats,https://www.worldathletics.org/results/world-athletics-championships/1995/5th-iaaf-world-championships-in-athletics-441/women/200-metres/heats/result,,,,
1,2.0,,Celena Mondie-Milner,USA,22.90 Q,,473,5th IAAF World Championships in Athletics,Göteborg (Ullevi Stadium),05 AUG 1995 - 13 AUG 1995,SWE,200-metres,women,heats,https://www.worldathletics.org/results/world-athletics-championships/1995/5th-iaaf-world-championships-in-athletics-441/women/200-metres/heats/result,,,,
2,3.0,,Cathy Freeman,AUS,22.90,,473,5th IAAF World Championships in Athletics,Göteborg (Ullevi Stadium),05 AUG 1995 - 13 AUG 1995,SWE,200-metres,women,heats,https://www.worldathletics.org/results/world-athletics-championships/1995/5th-iaaf-world-championships-in-athletics-441/women/200-metres/heats/result,,,,
3,4.0,,Zhanna Block,UKR,23.30,,473,5th IAAF World Championships in Athletics,Göteborg (Ullevi Stadium),05 AUG 1995 - 13 AUG 1995,SWE,200-metres,women,heats,https://www.worldathletics.org/results/world-athletics-championships/1995/5th-iaaf-world-championships-in-athletics-441/women/200-metres/heats/result,,,,
4,5.0,,Patricia Rodríguez,COL,23.67,,473,5th IAAF World Championships in Athletics,Göteborg (Ullevi Stadium),05 AUG 1995 - 13 AUG 1995,SWE,200-metres,women,heats,https://www.worldathletics.org/results/world-athletics-championships/1995/5th-iaaf-world-championships-in-athletics-441/women/200-metres/heats/result,,,,
5,6.0,,Nora Edletzbeger,BUL,23.98,,473,5th IAAF World Championships in Athletics,Göteborg (Ullevi Stadium),05 AUG 1995 - 13 AUG 1995,SWE,200-metres,women,heats,https://www.worldathletics.org/results/world-athletics-championships/1995/5th-iaaf-world-championships-in-athletics-441/women/200-metres/heats/result,,,,
6,7.0,,Kaltouma Nadjina,CHA,24.57,,473,5th IAAF World Championships in Athletics,Göteborg (Ullevi Stadium),05 AUG 1995 - 13 AUG 1995,SWE,200-metres,women,heats,https://www.worldathletics.org/results/world-athletics-championships/1995/5th-iaaf-world-championships-in-athletics-441/women/200-metres/heats/result,,,,
7,,,Susanthika Jayasinghe,SRI,DQ,,473,5th IAAF World Championships in Athletics,Göteborg (Ullevi Stadium),05 AUG 1995 - 13 AUG 1995,SWE,200-metres,women,heats,https://www.worldathletics.org/results/world-athletics-championships/1995/5th-iaaf-world-championships-in-athletics-441/women/200-metres/heats/result,,,,
0,1.0,,Irina Privalova,RUS,22.23 Q,,473,5th IAAF World Championships in Athletics,Göteborg (Ullevi Stadium),05 AUG 1995 - 13 AUG 1995,SWE,200-metres,women,heats,https://www.worldathletics.org/results/world-athletics-championships/1995/5th-iaaf-world-championships-in-athletics-441/women/200-metres/heats/result,,,,
1,2.0,,Silke-Beate Knoll,GER,22.46 Q,,473,5th IAAF World Championships in Athletics,Göteborg (Ullevi Stadium),05 AUG 1995 - 13 AUG 1995,SWE,200-metres,women,heats,https://www.worldathletics.org/results/world-athletics-championships/1995/5th-iaaf-world-championships-in-athletics-441/women/200-metres/heats/result,,,,
2,3.0,,Paula Dunn-Thomas,GBR,22.95,,473,5th IAAF World Championships in Athletics,Göteborg (Ullevi Stadium),05 AUG 1995 - 13 AUG 1995,SWE,200-metres,women,heats,https://www.worldathletics.org/results/world-athletics-championships/1995/5th-iaaf-world-championships-in-athletics-441/women/200-metres/heats/result,,,,
3,4.0,,Petya Pendareva,BUL,22.96,,473,5th IAAF World Championships in Athletics,Göteborg (Ullevi Stadium),05 AUG 1995 - 13 AUG 1995,SWE,200-metres,women,heats,https://www.worldathletics.org/results/world-athletics-championships/1995/5th-iaaf-world-championships-in-athletics-441/women/200-metres/heats/result,,,,
4,5.0,,Savatheda Fynes,BAH,23.01,,473,5th IAAF World Championships in Athletics,Göteborg (Ullevi Stadium),05 AUG 1995 - 13 AUG 1995,SWE,200-metres,women,heats,https://www.worldathletics.org/results/world-athletics-championships/1995/5th-iaaf-world-championships-in-athletics-441/women/200-metres/heats/result,,,,
5,6.0,,Maguy Nestoret,FRA,23.16,,473,5th IAAF World Championships in Athletics,Göteborg (Ullevi Stadium),05 AUG 1995 - 13 AUG 1995,SWE,200-metres,women,heats,https://www.worldathletics.org/results/world-athletics-championships/1995/5th-iaaf-world-championships-in-athletics-441/women/200-metres/heats/result,,,,
6,,,Heide Seyerling,RSA,DQ,,473,5th IAAF World Championships in Athletics,Göteborg (Ullevi Stadium),05 AUG 1995 - 13 AUG 1995,SWE,200-metres,women,heats,https://www.worldathletics.org/results/world-athletics-championships/1995/5th-iaaf-world-championships-in-athletics-441/women/200-metres/heats/result,,,,
0,1.0,,Galina Malchugina,RUS,22.46 Q,,473,5th IAAF World Championships in Athletics,Göteborg (Ullevi Stadium),05 AUG 1995 - 13 AUG 1995,SWE,200-metres,women,heats,https://www.worldathletics.org/results/world-athletics-championships/1995/5th-iaaf-world-championships-in-athletics-441/women/200-metres/heats/result,,,,
1,2.0,,Melinda Gainsford-Taylor,AUS,22.71 Q,,473,5th IAAF World Championships in Athletics,Göteborg (Ullevi Stadium),05 AUG 1995 - 13 AUG 1995,SWE,200-metres,women,heats,https://www.worldathletics.org/results/world-athletics-championships/1995/5th-iaaf-world-championships-in-athletics-441/women/200-metres/heats/result,,,,
2,3.0,,Silke Lichtenhagen,GER,23.19,,473,5th IAAF World Championships in Athletics,Göteborg (Ullevi Stadium),05 AUG 1995 - 13 AUG 1995,SWE,200-metres,women,heats,https://www.worldathletics.org/results/world-athletics-championships/1995/5th-iaaf-world-championships-in-athletics-441/women/200-metres/heats/result,,,,
3,4.0,,Sanna Hernesniemi-Kyllönen,FIN,23.20,,473,5th IAAF World Championships in Athletics,Göteborg (Ullevi Stadium),05 AUG 1995 - 13 AUG 1995,SWE,200-metres,women,heats,https://www.worldathletics.org/results/world-athletics-championships/1995/5th-iaaf-world-championships-in-athletics-441/women/200-metres/heats/result,,,,
4,5.0,,Natallia Safronnikava,BLR,23.33,,473,5th IAAF World Championships in Athletics,Göteborg (Ullevi Stadium),05 AUG 1995 - 13 AUG 1995,SWE,200-metres,women,heats,https://www.worldathletics.org/results/world-athletics-championships/1995/5th-iaaf-world-championships-in-athletics-441/women/200-metres/heats/result,,,,
5,6.0,,Debbie Ferguson-McKenzie,BAH,23.33,,473,5th IAAF World Championships in Athletics,Göteborg (Ullevi Stadium),05 AUG 1995 - 13 AUG 1995,SWE,200-metres,women,heats,https://www.worldathletics.org/results/world-athletics-championships/1995/5th-iaaf-world-championships-in-athletics-441/women/200-metres/heats/result,,,,
6,7.0,,Dora Kyriakou,CYP,23.77,,473,5th IAAF World Championships in Athletics,Göteborg (Ullevi Stadium),05 AUG 1995 - 13 AUG 1995,SWE,200-metres,women,heats,https://www.worldathletics.org/results/world-athletics-championships/1995/5th-iaaf-world-championships-in-athletics-441/women/200-metres/heats/result,,,,
7,8.0,,Marcela Tiscornia,URU,24.39,,473,5th IAAF World Championships in Athletics,Göteborg (Ullevi Stadium),05 AUG 1995 - 13 AUG 1995,SWE,200-metres,women,heats,https://www.worldathletics.org/results/world-athletics-championships/1995/5th-iaaf-world-championships-in-athletics-441/women/200-metres/heats/result,,,,
0,1.0,,Gwen Torrence,USA,22.61 Q,,473,5th IAAF World Championships in Athletics,Göteborg (Ullevi Stadium),05 AUG 1995 - 13 AUG 1995,SWE,200-metres,women,heats,https://www.worldathletics.org/results/world-athletics-championships/1995/5th-iaaf-world-championships-in-athletics-441/women/200-metres/heats/result,,,,
1,2.0,,Beverly McDonald,JAM,22.74 Q,,473,5th IAAF World Championships in Athletics,Göteborg (Ullevi Stadium),05 AUG 1995 - 13 AUG 1995,SWE,200-metres,women,heats,https://www.worldathletics.org/results/world-athletics-championships/1995/5th-iaaf-world-championships-in-athletics-441/women/200-metres/heats/result,,,,
2,3.0,,Melanie Paschke,GER,22.81,,473,5th IAAF World Championships in Athletics,Göteborg (Ullevi Stadium),05 AUG 1995 - 13 AUG 1995,SWE,200-metres,women,heats,https://www.worldathletics.org/results/world-athletics-championships/1995/5th-iaaf-world-championships-in-athletics-441/women/200-metres/heats/result,,,,
3,4.0,,Zlatka Georgieva,BUL,22.95,,473,5th IAAF World Championships in Athletics,Göteborg (Ullevi Stadium),05 AUG 1995 - 13 AUG 1995,SWE,200-metres,women,heats,https://www.worldathletics.org/results/world-athletics-championships/1995/5th-iaaf-world-championships-in-athletics-441/women/200-metres/heats/result,,,,
4,5.0,,Ekateríni Kóffa,GRE,23.16,,473,5th IAAF World Championships in Athletics,Göteborg (Ullevi Stadium),05 AUG 1995 - 13 AUG 1995,SWE,200-metres,women,heats,https://www.worldathletics.org/results/world-athletics-championships/1995/5th-iaaf-world-championships-in-athletics-441/women/200-metres/heats/result,,,,
5,6.0,,Maia Azarashvili,GEO,23.18,,473,5th IAAF World Championships in Athletics,Göteborg (Ullevi Stadium),05 AUG 1995 - 13 AUG 1995,SWE,200-metres,women,heats,https://www.worldathletics.org/results/world-athletics-championships/1995/5th-iaaf-world-championships-in-athletics-441/women/200-metres/heats/result,,,,
6,7.0,,K.V.Damayanthi Dharsha,SRI,23.45,,473,5th IAAF World Championships in Athletics,Göteborg (Ullevi Stadium),05 AUG 1995 - 13 AUG 1995,SWE,200-metres,women,heats,https://www.worldathletics.org/results/world-athletics-championships/1995/5th-iaaf-world-championships-in-athletics-441/women/200-metres/heats/result,,,,
0,1.0,,Irina Privalova,RUS,22.18 Q,,474,5th IAAF World Championships in Athletics,Göteborg (Ullevi Stadium),05 AUG 1995 - 13 AUG 1995,SWE,200-metres,women,semi-final,https://www.worldathletics.org/results/world-athletics-championships/1995/5th-iaaf-world-championships-in-athletics-441/women/200-metres/semi-final/result,,,,
1,2.0,,Gwen Torrence,USA,22.25 Q,,474,5th IAAF World Championships in Athletics,Göteborg (Ullevi Stadium),05 AUG 1995 - 13 AUG 1995,SWE,200-metres,women,semi-final,https://www.worldathletics.org/results/world-athletics-championships/1995/5th-iaaf-world-championships-in-athletics-441/women/200-metres/semi-final/result,,,,
2,3.0,,Mary Onyali-Omagbemi,NGR,22.58 Q,,474,5th IAAF World Championships in Athletics,Göteborg (Ullevi Stadium),05 AUG 1995 - 13 AUG 1995,SWE,200-metres,women,semi-final,https://www.worldathletics.org/results/world-athletics-championships/1995/5th-iaaf-world-championships-in-athletics-441/women/200-metres/semi-final/result,,,,
3,4.0,,Melanie Paschke,GER,22.60 Q,,474,5th IAAF World Championships in Athletics,Göteborg (Ullevi Stadium),05 AUG 1995 - 13 AUG 1995,SWE,200-metres,women,semi-final,https://www.worldathletics.org/results/world-athletics-championships/1995/5th-iaaf-world-championships-in-athletics-441/women/200-metres/semi-final/result,,,,
4,5.0,,Melinda Gainsford-Taylor,AUS,22.61,,474,5th IAAF World Championships in Athletics,Göteborg (Ullevi Stadium),05 AUG 1995 - 13 AUG 1995,SWE,200-metres,women,semi-final,https://www.worldathletics.org/results/world-athletics-championships/1995/5th-iaaf-world-championships-in-athletics-441/women/200-metres/semi-final/result,,,,
5,6.0,,Beverly McDonald,JAM,22.91,,474,5th IAAF World Championships in Athletics,Göteborg (Ullevi Stadium),05 AUG 1995 - 13 AUG 1995,SWE,200-metres,women,semi-final,https://www.worldathletics.org/results/world-athletics-championships/1995/5th-iaaf-world-championships-in-athletics-441/women/200-metres/semi-final/result,,,,
6,7.0,,Petya Pendareva,BUL,22.92,,474,5th IAAF World Championships in Athletics,Göteborg (Ullevi Stadium),05 AUG 1995 - 13 AUG 1995,SWE,200-metres,women,semi-final,https://www.worldathletics.org/results/world-athletics-championships/1995/5th-iaaf-world-championships-in-athletics-441/women/200-metres/semi-final/result,,,,
7,8.0,,Paula Dunn-Thomas,GBR,23.03,,474,5th IAAF World Championships in Athletics,Göteborg (Ullevi Stadium),05 AUG 1995 - 13 AUG 1995,SWE,200-metres,women,semi-final,https://www.worldathletics.org/results/world-athletics-championships/1995/5th-iaaf-world-championships-in-athletics-441/women/200-metres/semi-final/result,,,,
0,1.0,,Merlene Ottey,JAM,22.25 Q,,474,5th IAAF World Championships in Athletics,Göteborg (Ullevi Stadium),05 AUG 1995 - 13 AUG 1995,SWE,200-metres,women,semi-final,https://www.worldathletics.org/results/world-athletics-championships/1995/5th-iaaf-world-championships-in-athletics-441/women/200-metres/semi-final/result,,,,
1,2.0,,Galina Malchugina,RUS,22.45 Q,,474,5th IAAF World Championships in Athletics,Göteborg (Ullevi Stadium),05 AUG 1995 - 13 AUG 1995,SWE,200-metres,women,semi-final,https://www.worldathletics.org/results/world-athletics-championships/1995/5th-iaaf-world-championships-in-athletics-441/women/200-metres/semi-final/result,,,,
2,3.0,,Silke-Beate Knoll,GER,22.57 Q,,474,5th IAAF World Championships in Athletics,Göteborg (Ullevi Stadium),05 AUG 1995 - 13 AUG 1995,SWE,200-metres,women,semi-final,https://www.worldathletics.org/results/world-athletics-championships/1995/5th-iaaf-world-championships-in-athletics-441/women/200-metres/semi-final/result,,,,
3,4.0,,Marina Trandenkova,RUS,22.71 Q,,474,5th IAAF World Championships in Athletics,Göteborg (Ullevi Stadium),05 AUG 1995 - 13 AUG 1995,SWE,200-metres,women,semi-final,https://www.worldathletics.org/results/world-athletics-championships/1995/5th-iaaf-world-championships-in-athletics-441/women/200-metres/semi-final/result,,,,
4,5.0,,Cathy Freeman,AUS,22.82,,474,5th IAAF World Championships in Athletics,Göteborg (Ullevi Stadium),05 AUG 1995 - 13 AUG 1995,SWE,200-metres,women,semi-final,https://www.worldathletics.org/results/world-athletics-championships/1995/5th-iaaf-world-championships-in-athletics-441/women/200-metres/semi-final/result,,,,
5,6.0,,Carlette Guidry-White,USA,22.91,,474,5th IAAF World Championships in Athletics,Göteborg (Ullevi Stadium),05 AUG 1995 - 13 AUG 1995,SWE,200-metres,women,semi-final,https://www.worldathletics.org/results/world-athletics-championships/1995/5th-iaaf-world-championships-in-athletics-441/women/200-metres/semi-final/result,,,,
6,7.0,,Zlatka Georgieva,BUL,22.98,,474,5th IAAF World Championships in Athletics,Göteborg (Ullevi Stadium),05 AUG 1995 - 13 AUG 1995,SWE,200-metres,women,semi-final,https://www.worldathletics.org/results/world-athletics-championships/1995/5th-iaaf-world-championships-in-athletics-441/women/200-metres/semi-final/result,,,,
7,8.0,,Celena Mondie-Milner,USA,23.33,,474,5th IAAF World Championships in Athletics,Göteborg (Ullevi Stadium),05 AUG 1995 - 13 AUG 1995,SWE,200-metres,women,semi-final,https://www.worldathletics.org/results/world-athletics-championships/1995/5th-iaaf-world-championships-in-athletics-441/women/200-metres/semi-final/result,,,,
0,1.0,,Merlene Ottey,JAM,22.12,,475,5th IAAF World Championships in Athletics,Göteborg (Ullevi Stadium),05 AUG 1995 - 13 AUG 1995,SWE,200-metres,women,final,https://www.worldathletics.org/results/world-athletics-championships/1995/5th-iaaf-world-championships-in-athletics-441/women/200-metres/final/result,,,,
1,2.0,,Irina Privalova,RUS,22.12,,475,5th IAAF World Championships in Athletics,Göteborg (Ullevi Stadium),05 AUG 1995 - 13 AUG 1995,SWE,200-metres,women,final,https://www.worldathletics.org/results/world-athletics-championships/1995/5th-iaaf-world-championships-in-athletics-441/women/200-metres/final/result,,,,
2,3.0,,Galina Malchugina,RUS,22.37,,475,5th IAAF World Championships in Athletics,Göteborg (Ullevi Stadium),05 AUG 1995 - 13 AUG 1995,SWE,200-metres,women,final,https://www.worldathletics.org/results/world-athletics-championships/1995/5th-iaaf-world-championships-in-athletics-441/women/200-metres/final/result,,,,
3,4.0,,Melanie Paschke,GER,22.60,,475,5th IAAF World Championships in Athletics,Göteborg (Ullevi Stadium),05 AUG 1995 - 13 AUG 1995,SWE,200-metres,women,final,https://www.worldathletics.org/results/world-athletics-championships/1995/5th-iaaf-world-championships-in-athletics-441/women/200-metres/final/result,,,,
4,5.0,,Silke-Beate Knoll,GER,22.66,,475,5th IAAF World Championships in Athletics,Göteborg (Ullevi Stadium),05 AUG 1995 - 13 AUG 1995,SWE,200-metres,women,final,https://www.worldathletics.org/results/world-athletics-championships/1995/5th-iaaf-world-championships-in-athletics-441/women/200-metres/final/result,,,,
5,6.0,,Mary Onyali-Omagbemi,NGR,22.71,,475,5th IAAF World Championships in Athletics,Göteborg (Ullevi Stadium),05 AUG 1995 - 13 AUG 1995,SWE,200-metres,women,final,https://www.worldathletics.org/results/world-athletics-championships/1995/5th-iaaf-world-championships-in-athletics-441/women/200-metres/final/result,,,,
6,7.0,,Marina Trandenkova,RUS,22.84,,475,5th IAAF World Championships in Athletics,Göteborg (Ullevi Stadium),05 AUG 1995 - 13 AUG 1995,SWE,200-metres,women,final,https://www.worldathletics.org/results/world-athletics-championships/1995/5th-iaaf-world-championships-in-athletics-441/women/200-metres/final/result,,,,
7,,,Gwen Torrence,USA,DQ,,475,5th IAAF World Championships in Athletics,Göteborg (Ullevi Stadium),05 AUG 1995 - 13 AUG 1995,SWE,200-metres,women,final,https://www.worldathletics.org/results/world-athletics-championships/1995/5th-iaaf-world-championships-in-athletics-441/women/200-metres/final/result,,,,
0,1.0,,Patrick Stevens,BEL,20.54 Q,,477,5th IAAF World Championships in Athletics,Göteborg (Ullevi Stadium),05 AUG 1995 - 13 AUG 1995,SWE,200-metres,men,heats,https://www.worldathletics.org/results/world-athletics-championships/1995/5th-iaaf-world-championships-in-athletics-441/men/200-metres/heats/result,,,,
1,2.0,,Andrew Tynes,BAH,20.56 Q,,477,5th IAAF World Championships in Athletics,Göteborg (Ullevi Stadium),05 AUG 1995 - 13 AUG 1995,SWE,200-metres,men,heats,https://www.worldathletics.org/results/world-athletics-championships/1995/5th-iaaf-world-championships-in-athletics-441/men/200-metres/heats/result,,,,
2,3.0,,Aléxios Alexópoulos,GRE,20.59 Q,,477,5th IAAF World Championships in Athletics,Göteborg (Ullevi Stadium),05 AUG 1995 - 13 AUG 1995,SWE,200-metres,men,heats,https://www.worldathletics.org/results/world-athletics-championships/1995/5th-iaaf-world-championships-in-athletics-441/men/200-metres/heats/result,,,,
3,4.0,,Kevin Widmer,SUI,20.69 q,,477,5th IAAF World Championships in Athletics,Göteborg (Ullevi Stadium),05 AUG 1995 - 13 AUG 1995,SWE,200-metres,men,heats,https://www.worldathletics.org/results/world-athletics-championships/1995/5th-iaaf-world-championships-in-athletics-441/men/200-metres/heats/result,,,,
4,5.0,,Alexander Lack,GER,20.97,,477,5th IAAF World Championships in Athletics,Göteborg (Ullevi Stadium),05 AUG 1995 - 13 AUG 1995,SWE,200-metres,men,heats,https://www.worldathletics.org/results/world-athletics-championships/1995/5th-iaaf-world-championships-in-athletics-441/men/200-metres/heats/result,,,,
5,6.0,,Benjamin Sirimou,CMR,21.42,,477,5th IAAF World Championships in Athletics,Göteborg (Ullevi Stadium),05 AUG 1995 - 13 AUG 1995,SWE,200-metres,men,heats,https://www.worldathletics.org/results/world-athletics-championships/1995/5th-iaaf-world-championships-in-athletics-441/men/200-metres/heats/result,,,,
6,7.0,,Tawanda Chiwira,ZIM,21.51,,477,5th IAAF World Championships in Athletics,Göteborg (Ullevi Stadium),05 AUG 1995 - 13 AUG 1995,SWE,200-metres,men,heats,https://www.worldathletics.org/results/world-athletics-championships/1995/5th-iaaf-world-championships-in-athletics-441/men/200-metres/heats/result,,,,
7,,,Xiaoping Li,CHN,DQ,,477,5th IAAF World Championships in Athletics,Göteborg (Ullevi Stadium),05 AUG 1995 - 13 AUG 1995,SWE,200-metres,men,heats,https://www.worldathletics.org/results/world-athletics-championships/1995/5th-iaaf-world-championships-in-athletics-441/men/200-metres/heats/result,,,,
0,1.0,,Michael Johnson,USA,20.57 Q,,477,5th IAAF World Championships in Athletics,Göteborg (Ullevi Stadium),05 AUG 1995 - 13 AUG 1995,SWE,200-metres,men,heats,https://www.worldathletics.org/results/world-athletics-championships/1995/5th-iaaf-world-championships-in-athletics-441/men/200-metres/heats/result,,,,
1,2.0,,Jean-Charles Trouabal,FRA,20.66 Q,,477,5th IAAF World Championships in Athletics,Göteborg (Ullevi Stadium),05 AUG 1995 - 13 AUG 1995,SWE,200-metres,men,heats,https://www.worldathletics.org/results/world-athletics-championships/1995/5th-iaaf-world-championships-in-athletics-441/men/200-metres/heats/result,,,,
2,3.0,,Charles Gitonga,KEN,20.72 Q,,477,5th IAAF World Championships in Athletics,Göteborg (Ullevi Stadium),05 AUG 1995 - 13 AUG 1995,SWE,200-metres,men,heats,https://www.worldathletics.org/results/world-athletics-championships/1995/5th-iaaf-world-championships-in-athletics-441/men/200-metres/heats/result,,,,
3,4.0,,Darren Braithwaite,GBR,20.87,,477,5th IAAF World Championships in Athletics,Göteborg (Ullevi Stadium),05 AUG 1995 - 13 AUG 1995,SWE,200-metres,men,heats,https://www.worldathletics.org/results/world-athletics-championships/1995/5th-iaaf-world-championships-in-athletics-441/men/200-metres/heats/result,,,,
4,5.0,,Erik Wijmeersch,BEL,21.01,,477,5th IAAF World Championships in Athletics,Göteborg (Ullevi Stadium),05 AUG 1995 - 13 AUG 1995,SWE,200-metres,men,heats,https://www.worldathletics.org/results/world-athletics-championships/1995/5th-iaaf-world-championships-in-athletics-441/men/200-metres/heats/result,,,,
5,6.0,,Torbjörn Eriksson,SWE,21.03,,477,5th IAAF World Championships in Athletics,Göteborg (Ullevi Stadium),05 AUG 1995 - 13 AUG 1995,SWE,200-metres,men,heats,https://www.worldathletics.org/results/world-athletics-championships/1995/5th-iaaf-world-championships-in-athletics-441/men/200-metres/heats/result,,,,
6,7.0,,Christopher Sayeh,LBR,23.84,,477,5th IAAF World Championships in Athletics,Göteborg (Ullevi Stadium),05 AUG 1995 - 13 AUG 1995,SWE,200-metres,men,heats,https://www.worldathletics.org/results/world-athletics-championships/1995/5th-iaaf-world-championships-in-athletics-441/men/200-metres/heats/result,,,,
7,,,Troy Douglas,BER,DQ,,477,5th IAAF World Championships in Athletics,Göteborg (Ullevi Stadium),05 AUG 1995 - 13 AUG 1995,SWE,200-metres,men,heats,https://www.worldathletics.org/results/world-athletics-championships/1995/5th-iaaf-world-championships-in-athletics-441/men/200-metres/heats/result,,,,
0,1.0,,Obadele Thompson,BAR,20.63 Q,,477,5th IAAF World Championships in Athletics,Göteborg (Ullevi Stadium),05 AUG 1995 - 13 AUG 1995,SWE,200-metres,men,heats,https://www.worldathletics.org/results/world-athletics-championships/1995/5th-iaaf-world-championships-in-athletics-441/men/200-metres/heats/result,,,,
1,2.0,,Emmanuel Tuffour,GHA,20.75 Q,,477,5th IAAF World Championships in Athletics,Göteborg (Ullevi Stadium),05 AUG 1995 - 13 AUG 1995,SWE,200-metres,men,heats,https://www.worldathletics.org/results/world-athletics-championships/1995/5th-iaaf-world-championships-in-athletics-441/men/200-metres/heats/result,,,,
2,3.0,,Ato Boldon,TTO,20.76 Q,,477,5th IAAF World Championships in Athletics,Göteborg (Ullevi Stadium),05 AUG 1995 - 13 AUG 1995,SWE,200-metres,men,heats,https://www.worldathletics.org/results/world-athletics-championships/1995/5th-iaaf-world-championships-in-athletics-441/men/200-metres/heats/result,,,,
3,4.0,,Sergejs Inšakovs,LAT,20.78 q,,477,5th IAAF World Championships in Athletics,Göteborg (Ullevi Stadium),05 AUG 1995 - 13 AUG 1995,SWE,200-metres,men,heats,https://www.worldathletics.org/results/world-athletics-championships/1995/5th-iaaf-world-championships-in-athletics-441/men/200-metres/heats/result,,,,
4,5.0,,Dean Capobianco,AUS,20.88,,477,5th IAAF World Championships in Athletics,Göteborg (Ullevi Stadium),05 AUG 1995 - 13 AUG 1995,SWE,200-metres,men,heats,https://www.worldathletics.org/results/world-athletics-championships/1995/5th-iaaf-world-championships-in-athletics-441/men/200-metres/heats/result,,,,
5,6.0,,Marcelo Brivilati Da Silva,BRA,21.02,,477,5th IAAF World Championships in Athletics,Göteborg (Ullevi Stadium),05 AUG 1995 - 13 AUG 1995,SWE,200-metres,men,heats,https://www.worldathletics.org/results/world-athletics-championships/1995/5th-iaaf-world-championships-in-athletics-441/men/200-metres/heats/result,,,,
